unique_key,created_date,closed_date,resolution_action_updated_date,status,status_notes,agency_name,category,complaint_type,descriptor,incident_address,supervisor_district,neighborhood,location,source,media_url,latitude,longitude,police_district
3339486,2014-02-05 08:06:48 UTC,2014-02-05 12:20:04 UTC,2014-02-05 12:20:04 UTC,Closed,resolved:,DPW Ops Queue,Illegal Postings,Illegal Postings - Multiple_Postings,Multiple_Postings on Sidewalk,Intersection of BROTHERHOOD WAY and SAGAMORE ST,11,Merced Heights,POINT (-122.46302997 37.71142131),Phone,,37.711421305949,-122.463029973097,TARAVAL
2854684,2013-09-21 10:55:19 UTC,2013-11-04 08:55:37 UTC,2013-11-04 08:55:37 UTC,Closed,,DPT SignShop Surveyed - Area 2 Queue,Sign Repair,Sign - Bent,Stop - Bent; support - Bent,Intersection of FAXON AVE and SOUTHWOOD DR,7,Westwood Park,POINT (-122.4595108 37.72552109),Phone,,37.725521087646,-122.459510803223,INGLESIDE
3282610,2014-01-17 14:53:38 UTC,2014-01-17 21:17:05 UTC,2014-01-17 21:17:05 UTC,Closed,resolved:,DPW Ops Queue,Illegal Postings,Illegal Postings - No_Posting_Date,No Posting Date,"425 FREDERICK ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.45073102 37.76666724),Mobile/Open311,,37.76666723982,-122.450731023055,PARK
3315115,2014-01-28 13:41:34 UTC,2014-02-12 08:21:55 UTC,2014-02-12 08:21:55 UTC,Closed,resolved:,DPW Ops Queue,Litter Receptacles,Litter_Receptacle_Request_New_Removal,N/A,Intersection of CRESCENT AVE and COLLEGE AVE,8,St. Mary's Park,POINT (-122.42470551 37.73537064),Phone,,37.735370635986,-122.424705505371,INGLESIDE
3046180,2013-11-09 11:06:49 UTC,2013-11-14 06:25:41 UTC,2013-11-14 06:25:41 UTC,Closed,resolved:,DPW - Bureau of Street Environmental Services - G,Graffiti,Graffiti on Bike_rack,Bike_rack - Offensive,Intersection of COLE ST and PARNASSUS AVE,5,Ashbury Heights,POINT (-122.44976807 37.76486588),Web,,37.764865875244,-122.449768066406,PARK
3161575,2013-12-13 03:17:37 UTC,2013-12-20 15:06:10 UTC,2013-12-20 15:06:10 UTC,Closed,resolved:,DPW Ops Queue,Litter Receptacles,Litter_Receptacle_Request_New_Removal,N/A,Intersection of EDNA ST and HEARST AVE,7,Sunnyside,POINT (-122.44664146 37.73071466),Mobile/Open311,,37.730714659198,-122.446641462376,INGLESIDE
3112238,2013-11-28 10:30:28 UTC,2013-12-24 14:43:07 UTC,2013-12-24 14:43:07 UTC,Closed,,DPT SignShop Surveyed - Area 2 Queue,Sign Repair,Sign - Not_Visible,Stop - Not_Visible; support - OK,Intersection of 14TH AVE and ULLOA ST,7,West Portal,POINT (-122.4701044 37.74142371),Phone,,37.741423707252,-122.470104397066,TARAVAL
3354931,2014-02-10 14:27:28 UTC,2014-03-31 13:15:01 UTC,2014-03-31 13:15:01 UTC,Closed,,SFMTA - Temporary Sign Request Printing Queue,Temporary Sign Request,Temporary Sign Request for Tour_Buses,310 ft zone requested from 02/20/2014 to 02/20/2014,Intersection of TERRY A FRANCOIS BLVD and MISSION BAY BLVD SOUTH,6,Mission Bay,POINT (-122.38645172 37.77083969),Phone,,37.770839691162,-122.386451721191,SOUTHERN
2860780,2013-09-23 11:06:13 UTC,2013-10-29 04:48:21 UTC,2013-10-29 04:48:21 UTC,Closed,resolved: Found oversized and damaged utility vault cover. -  X1104: 995321,DPW BSM Queue,Sidewalk or Curb,Damaged_Side_Sewer_Vent_Cover,Damaged_Side_Sewer_Vent_Cover,"1090 POINT LOBOS AVE, SAN FRANCISCO, CA",1,Lincoln Park / Ft. Miley,POINT (-122.51443481 37.77841568),Phone,,37.778415679932,-122.514434814453,RICHMOND
2857507,2013-09-22 12:32:02 UTC,2015-04-15 04:05:03 UTC,2015-04-15 04:05:03 UTC,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Utility Lines/Wires,Utility Lines/Wires,Intersection of 7TH ST and HOOPER ST,6,Mission Bay,POINT (-122.3981781 37.76904297),Phone,,37.76904296875,-122.398178100586,SOUTHERN
2974069,2013-10-22 13:21:07 UTC,2013-10-23 12:46:07 UTC,2013-10-23 12:46:07 UTC,Closed,HIS ComplaintNo 201332421 has been filed with Housing Inspection Division 558-6220,DBI Housing Inspection Queue,Residential Building Request,Building - Paint_Lead_Violating_Safe_Practices,Paint_Lead_Violating_Safe_Practices,"382 GREEN ST, SAN FRANCISCO, CA, 94133",3,Telegraph Hill,POINT (-122.40558624 37.8000412),Web,,37.80004119873,-122.405586242676,CENTRAL
3029204,2013-11-05 10:01:43 UTC,2013-11-12 06:38:31 UTC,2013-11-12 06:38:31 UTC,Closed,Replaced door and liner in one can.  Repaired door on second can 11/6.,Recology_Litter,Litter Receptacles,Door_Lock_issues,N/A,Intersection of 4TH ST and KING ST,6,Mission Bay,POINT (-122.39409637 37.77638245),Integrated Agency,,37.776382446289,-122.394096374512,SOUTHERN
2746682,2013-08-23 12:10:25 UTC,2013-08-23 14:04:51 UTC,2013-08-23 14:04:51 UTC,Closed,Parking Meters Cleaned,DPT Meter_Bike Queue,Graffiti,Graffiti on Parking_meter,Parking_meter - Not_Offensive,"126 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",7,West Portal,POINT (-122.46754456 37.7395134),Phone,,37.739513397217,-122.467544555664,TARAVAL
3160416,2013-12-12 16:12:24 UTC,2014-02-04 11:44:51 UTC,2014-02-04 11:44:51 UTC,Closed,,DPT SignShop Surveyed - Area 1 Queue,Sign Repair,Sign - Stickers,No_Parking - Stickers; support - OK,Intersection of COLE ST and WALLER ST,5,Cole Valley,POINT (-122.45052276 37.76859262),Phone,,37.768592617425,-122.450522761835,PARK
3633701,2014-05-12 07:28:39 UTC,2014-05-15 01:08:09 UTC,2014-05-15 01:08:09 UTC,Closed,resolved:,DPW Ops Queue,Litter Receptacles,Litter_Receptacle_Request_New_Removal,N/A,"2500 MASON ST, SAN FRANCISCO, CA, 94133",3,Fisherman's Wharf,POINT (-122.41372463 37.80658941),Phone,,37.806589413628,-122.413724634205,CENTRAL
3776362,2014-06-26 18:00:43 UTC,2014-06-26 07:20:00 UTC,2014-06-26 07:20:00 UTC,Closed,resolved: 10-98,DPW Ops Queue,Illegal Postings,Illegal Postings - No_Posting_Date,No Posting Date,Intersection of BROADWAY and DAVIS ST,3,Northern Waterfront,POINT (-122.39866021 37.79897764),Mobile/Open311,,37.798977643584,-122.398660207173,CENTRAL
3650371,2014-05-16 18:33:13 UTC,2014-05-18 02:25:00 UTC,2014-05-18 02:25:00 UTC,Closed,resolved: 10-98,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_on_Directional_Sign,Posted on Directional Sign,Intersection of 2ND ST and BRANNAN ST,6,South Beach,POINT (-122.39221869 37.78180389),Mobile/Open311,http://mobile311.sfgov.org/reports/3650371/photos,37.781803893799,-122.392218690381,SOUTHERN
3432009,2014-03-07 08:37:41 UTC,2014-03-07 20:16:17 UTC,2014-03-07 20:16:17 UTC,Closed,resolved:,DPW Ops Queue,Litter Receptacles,Tipped_over,N/A,Intersection of MINNESOTA ST and 19TH ST,10,Dogpatch,POINT (-122.39057159 37.7616539),Phone,,37.761653900146,-122.390571594238,BAYVIEW
4166741,2014-11-01 11:41:12 UTC,2014-11-03 07:06:25 UTC,2014-11-03 07:06:25 UTC,Closed,,Clear Channel - Transit Queue,Damaged Property,Damaged Transit_Shelter_Platform_Hazardous,Transit_Shelter_Platform_Hazardous,Intersection of SLOAT BLVD and EVERGLADE DR,7,Lakeshore,POINT (-122.48895832 37.73411316),Phone,,37.734113163851,-122.488958319369,TARAVAL
4146732,2014-10-26 11:39:17 UTC,2014-10-26 12:38:12 UTC,2014-10-26 12:38:12 UTC,Closed,resolved: PG & E- GRAFFITI,DPW Ops Queue,Illegal Postings,Illegal Postings - No_Posting_Date,No Posting Date,"435 FOERSTER ST, SAN FRANCISCO, CA, 94127",7,Sunnyside,POINT (-122.44895081 37.73211755),Mobile/Open311,,37.73211754965,-122.44895080665,INGLESIDE
4137622,2014-10-23 09:18:30 UTC,2014-10-24 10:57:51 UTC,2014-10-24 10:57:51 UTC,Closed,,DPT SignShop 07 Queue,Sign Repair,Sign - Turned,Stop - Turned; support - OK,Intersection of 19TH AVE and EUCALYPTUS DR,7,Stonestown,POINT (-122.4748587 37.73106497),Phone,,37.731064966374,-122.474858703157,TARAVAL
4155353,2014-10-28 21:32:13 UTC,2014-10-30 08:57:16 UTC,2014-10-30 08:57:16 UTC,Closed,,DPT SignShop Surveyed - Area 2 Queue,Sign Repair,Sign - Stickers,Stop - Stickers; support - OK,Intersection of WAWONA ST and 17TH AVE,7,West Portal,POINT (-122.47316317 37.73754875),Phone,,37.737548749779,-122.47316316785,TARAVAL
4314417,2014-12-18 11:39:45 UTC,2014-12-18 12:41:28 UTC,2014-12-18 12:41:28 UTC,Closed,,PUC - Water - G,Graffiti,Graffiti on Fire_hydrant,Fire_hydrant - Offensive,"1459 KEARNY ST, SAN FRANCISCO, CA, 94133",3,Telegraph Hill,POINT (-122.40631231 37.80160573),Phone,,37.801605730087,-122.40631231479,CENTRAL
4352447,2015-01-01 11:21:43 UTC,2015-01-06 10:16:37 UTC,2015-01-06 10:16:37 UTC,Closed,to PSR #466995,MUNI Work Queue,MUNI Feedback,MUNI - Services_Criminal_Activity,502_Larceny_Theft,Intersection of ARCH ST and RANDOLPH ST,11,Merced Heights,POINT (-122.46709442 37.71427155),Phone,,37.71427154541,-122.467094421387,TARAVAL
4692799,2015-04-24 11:39:27 UTC,2015-04-24 14:34:14 UTC,2015-04-24 14:34:14 UTC,Closed,CITY CAN @ CORNER - DOOR REPAIRED s CITY CAN IN MIDDLE OF BLOCK (IN FRONT OF SCHOOL) DOOR TEMP FIX - RECEPTACLE NEED REPAIR AT BOTTOM OF BASE,Recology_Litter,Litter Receptacles,Door_lock_issue,N/A,"220 MIDDLEFIELD DR, SAN FRANCISCO, CA, 94132",7,Lakeshore,POINT (-122.48617554 37.73039627),Integrated Agency,,37.730396270752,-122.486175537109,TARAVAL
4771535,2015-05-24 11:36:42 UTC,2016-04-19 09:20:26 UTC,2016-04-19 09:20:26 UTC,Closed,"Maximo Service Request has been resolved. Memo: replaced new pole, arm, lum. p#242 Market St.",PUC Streetlights Queue,Streetlights,Streetlight - Pole_Leaning,Pole_Leaning on Metal Pole,"376 CASTRO ST, SAN FRANCISCO, CA, 94114",8,Corona Heights,POINT (-122.4353714 37.76296234),Mobile/Open311,http://mobile311.sfgov.org/reports/4771535/photos,37.762962341309,-122.435371398926,PARK
4632602,2015-04-02 22:15:55 UTC,2015-04-03 06:13:43 UTC,2015-04-03 06:13:43 UTC,Closed,HIS Complaint Number 201538791 has been filed with Housing Inspection Division 558-6220,DBI Housing Inspection Queue,Residential Building Request,Building - Hot_Water_Lack_of_Hot_Water,Hot_Water_Lack_of_Hot_Water,"815 PIERCE ST, SAN FRANCISCO, CA, 94117",5,Alamo Square,POINT (-122.43509674 37.77779007),Web,,37.77779006958,-122.435096740723,NORTHERN
4434473,2015-01-27 16:52:19 UTC,2015-01-29 12:00:00 UTC,2015-01-29 12:00:00 UTC,Closed,resolved: IDC project. MP - Transferred by e-mail to Joe Ng. MP,DPW BSM Queue,Street Defects,Utility_Excavation,Utility_Excavation,Intersection of DUBOCE AVE and GUERRERO ST,8,Mint Hill,POINT (-122.42458206 37.76973321),Phone,,37.769733211429,-122.424582055056,MISSION
4536777,2015-03-02 07:30:11 UTC,2015-03-09 01:40:00 UTC,2015-03-09 01:40:00 UTC,Closed,resolved: Completed,DPW Ops Queue,Graffiti,Graffiti on Fire_hydrant,Fire_hydrant - Offensive,Intersection of DOUGLASS ST and ELIZABETH ST,8,Upper Market,POINT (-122.43868833 37.7518),Mobile/Open311,http://mobile311.sfgov.org/reports/4536777/photos,37.7518,-122.438688333333,MISSION
4756750,2015-05-19 07:39:59 UTC,2015-05-19 07:55:28 UTC,2015-05-19 07:55:28 UTC,Closed,,Clear Channel - Transit Queue,Damaged Property,Damaged Transit_Shelter_Ad_Kiosk,Transit_Shelter_Ad_Kiosk,"166 DENSLOWE DR, SAN FRANCISCO, CA, 94132",7,Stonestown,POINT (-122.475171 37.721867),Mobile/Open311,http://mobile311.sfgov.org/reports/4756750/photos,37.721867,-122.475171,TARAVAL
4456163,2015-02-03 15:37:14 UTC,2015-02-12 08:41:42 UTC,2015-02-12 08:41:42 UTC,Closed,,DPT SignShop 08 Queue,Sign Repair,Sign - Bent,Stop - Bent; support - Bent,"601 CHENERY ST, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.431896 37.734522),Mobile/Open311,http://mobile311.sfgov.org/reports/4456163/photos,37.734522,-122.431896,INGLESIDE
4958023,2015-07-31 17:50:29 UTC,2015-08-03 11:59:34 UTC,2015-08-03 11:59:34 UTC,Closed,SFMTA 701-4688,SFMTA - Transportation Engineering Queue,Sign Repair,Sign - Incorrect_Signage,Stop - Incorrect_Signage; support - Missing,Intersection of ELLINGTON AVE and NAGLEE AVE,11,Outer Mission,POINT (-122.446806 37.712185),Mobile/Open311,http://mobile311.sfgov.org/reports/4958023/photos,37.712185,-122.446806,INGLESIDE
5119284,2015-09-22 09:00:16 UTC,2015-09-23 08:11:02 UTC,2015-09-23 08:11:02 UTC,Closed,resolved: 10-98,DPW Ops Queue,Litter Receptacles,Other_garbage_can_repair,N/A,"701 TARAVAL ST, SAN FRANCISCO, CA, 94116",7,West Portal,POINT (-122.47370148 37.74299622),Web,,37.74299621582,-122.473701477051,TARAVAL
5246661,2015-11-02 11:11:50 UTC,2016-12-15 11:19:14 UTC,2016-12-15 11:19:14 UTC,Closed,,DPT SignShop Surveyed - Area 1 Queue,Sign Repair,Sign - Bent,Permit_Parking - Bent; support - Leaning,"1425 MARIN ST, SAN FRANCISCO, CA, 94124",10,Central Waterfront,POINT (-122.39434661 37.7481262),Mobile/Open311,http://mobile311.sfgov.org/reports/5246661/photos,37.748126200881,-122.394346607596,BAYVIEW
5148305,2015-09-30 19:53:36 UTC,2015-10-01 15:24:23 UTC,2015-10-01 15:24:23 UTC,Closed,Don't understand what this is reporting.  Possibly a dead cat?,311 Supervisor Queue,Damaged Property,Damaged Benches_on_Sidewalk,Benches_on_Sidewalk,"5705 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.44026167 37.738555),Mobile/Open311,http://mobile311.sfgov.org/reports/5148305/photos,37.738555,-122.440261666667,INGLESIDE
5038954,2015-08-27 10:02:57 UTC,2015-08-28 10:19:16 UTC,2015-08-28 10:19:16 UTC,Closed,RESOLVED 8/27/15 PER PGE TMAN,PG and E - Streetlights Queue,Streetlights,Streetlight - Pole_Damaged,Pole_Damaged on Wooden Pole,Intersection of 43RD AVE and GEARY BLVD,1,Sutro Heights,POINT (-122.50402069 37.77920914),Web,,37.779209136963,-122.504020690918,RICHMOND
5412501,2015-12-29 09:48:10 UTC,2015-12-30 12:00:00 UTC,2015-12-30 12:00:00 UTC,Closed,"resolved: Deteriorating trench restoration - Spoke to Kyle from PGE, he will dispatch crew to repair",DPW BSM Queue,Street Defects,Utility_Excavation,Utility_Excavation,Intersection of PORTOLA DR and VICENTE ST,7,St. Francis Wood,POINT (-122.46615838 37.73923436),Phone,,37.73923436282,-122.466158378718,TARAVAL
5596807,2016-02-23 15:36:00 UTC,2017-12-21 00:00:00 UTC,2017-12-21 00:00:00 UTC,Closed,No plates found at this location. PUC work in progress repair to S/S connection to the main. - Photographs taken also contacted Jose B. About this issue.,DPW BSM Queue,Street Defects,Construction_Plate_Shifted,Construction_Plate_Shifted,"3177 SAN JOSE AVE, SAN FRANCISCO, CA, 94112",11,Outer Mission,POINT (-122.45837422 37.7086035),Phone,,37.708603503218,-122.458374218712,TARAVAL
5444069,2016-01-07 22:18:54 UTC,2016-01-14 12:00:00 UTC,2016-01-14 12:00:00 UTC,Closed,resolved: this is a PG&E project 15EXC-7820. VPI is replacing #5 box and transformer in the NW corner of this location. Generator is running to keep power on in the surrounding area. - None. Work should be completed by 1-13-16,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,"990 FULTON ST, SAN FRANCISCO, CA, 94117",5,Alamo Square,POINT (-122.43292236 37.77763748),Web,,37.777637481689,-122.432922363281,NORTHERN
5375648,2015-12-14 22:08:55 UTC,2015-12-16 16:11:15 UTC,2015-12-16 16:11:15 UTC,Closed,resolved: Maximo Service Request has been resolved. Memo: REPLACED 70W LAMP. P#42 FOERSTER.,PUC Streetlights Queue,Streetlights,Streetlight - Light_Dim,Light_Dim on Metal Pole,Intersection of FOERSTER ST and MONTEREY BLVD,7,Sunnyside,POINT (-122.4488678 37.73154449),Mobile/Open311,http://mobile311.sfgov.org/reports/5375648/photos,37.731544494629,-122.448867797852,INGLESIDE
5858663,2016-05-12 11:50:37 UTC,2016-05-12 13:27:31 UTC,2016-05-12 13:27:31 UTC,Closed,,Clear Channel - Transit Queue,Damaged Property,Damaged Transit_Shelter_Ad_Kiosk,Transit_Shelter_Ad_Kiosk,Intersection of ADDISON ST and DIAMOND HEIGHTS BLVD,8,Diamond Heights,POINT (-122.43565001 37.74035316),Mobile/Open311,http://mobile311.sfgov.org/reports/5858663/photos,37.740353163821,-122.435650011076,INGLESIDE
5950390,2016-06-06 15:27:19 UTC,2016-10-17 16:39:50 UTC,2016-10-17 16:39:50 UTC,Closed,,DPW BSM Queue,Illegal Postings,Illegal Postings - No_Posting_Date,No Posting Date,Intersection of FOLSOM ST and THE EMBARCADERO,6,Rincon Hill,POINT (-122.3899059 37.79091854),Mobile/Open311,http://mobile311.sfgov.org/reports/5950390/photos,37.790918541462,-122.389905895655,SOUTHERN
5785114,2016-04-21 08:48:04 UTC,2016-04-21 09:55:42 UTC,2016-04-21 09:55:42 UTC,Closed,Maximo Service Request has been cancelled. Memo: Street light is scheduled for replacement..         Add'l Notes:       Street light is scheduled for replacement. PUC is aware of the pole knock down and replacement has been scheduled.  The street light will be replaced before 21 days in the order of other knock downs throughout the city.  Thank you.l,PUC Streetlights Queue,Streetlights,Streetlight - Pole_Knockdown,Pole_Knockdown on Concrete Pole,"381 TERESITA BLVD, SAN FRANCISCO, CA, 94127",7,Miraloma Park,POINT (-122.44921875 37.74105453),Phone,,37.741054534912,-122.44921875,INGLESIDE
5833944,2016-05-05 10:23:15 UTC,2016-05-06 10:57:58 UTC,2016-05-06 10:57:58 UTC,Closed,,DPW Ops Queue,Illegal Postings,Illegal Posting - Posted_on_Traffic_Light,Posted_on_Traffic_Light,Intersection of CALIFORNIA ST and PARKER AVE,2,Presidio Heights,POINT (-122.45477295 37.78624344),Web,,37.786243438721,-122.454772949219,RICHMOND
5657665,2016-03-11 23:34:39 UTC,2016-03-15 14:05:56 UTC,2016-03-15 14:05:56 UTC,Closed,"DBI filed complaint #201605911. For status, visit sfdbi.org.",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"3580 CALIFORNIA ST, SAN FRANCISCO, CA, 94118",2,Presidio Heights,POINT (-122.45295715 37.78660583),Web,,37.786605834961,-122.45295715332,RICHMOND
6040383,2016-07-01 12:48:04 UTC,2016-07-02 06:36:16 UTC,2016-07-02 06:36:16 UTC,Closed,"DUPLICATE of 21258841, x1104 1069601. - DUPLICATE of 21258841,  x1104 1069601.",DPW BSM Queue,Sidewalk or Curb,Public_Stairway_Defect,Public_Stairway_Defect,"290 BEACON ST, SAN FRANCISCO, CA, 94131",8,Fairmount,POINT (-122.43250966 37.74072775),Phone,,37.740727748797,-122.432509660361,INGLESIDE
6345212,2016-09-23 21:25:31 UTC,2016-09-23 22:07:12 UTC,2016-09-23 22:07:12 UTC,Closed,,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"2500 EL CAMINO DEL MAR, SAN FRANCISCO, CA, 94121",1,Lincoln Park / Ft. Miley,POINT (-122.51108699 37.7830753),Mobile/Open311,,37.783075296355,-122.511086985583,RICHMOND
6230227,2016-08-23 18:57:18 UTC,2018-09-14 15:31:19 UTC,2018-09-14 15:31:19 UTC,Closed,Sign repaired or replaced. Please resubmit if this service request was closed in error.,DPT SignShop Surveyed - Area 2 Queue,Sign Repair,Sign - Stickers,Stop - Stickers; support - OK,"San Francisco Zoo, 1 ZOO RD, SAN FRANCISCO, CA, 94132",7,Lakeshore,POINT (-122.50672457 37.7294053),Mobile/Open311,http://mobile311.sfgov.org/reports/6230227/photos,37.729405296742,-122.50672456862,TARAVAL
6135960,2016-07-29 15:54:56 UTC,2016-08-01 14:16:40 UTC,2016-08-01 14:16:40 UTC,Closed,done,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,Intersection of ELIZABETH ST and HOFFMAN AVE,8,Upper Market,POINT (-122.44065728 37.75168544),Mobile/Open311,http://mobile311.sfgov.org/reports/6135960/photos,37.751685443011,-122.440657280154,MISSION
6361641,2016-09-28 15:58:30 UTC,2016-10-18 04:42:00 UTC,2016-10-18 04:42:00 UTC,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,"2 VULCAN STWY, SAN FRANCISCO, CA, 94114",8,Corona Heights,POINT (-122.4405785 37.76371541),Mobile/Open311,http://mobile311.sfgov.org/reports/6361641/photos,37.763715405052,-122.440578499923,PARK
6117866,2016-07-25 10:32:44 UTC,2016-07-26 15:31:49 UTC,2016-07-26 15:31:49 UTC,Closed,Complaint #201628763 has been filed at the Department of Building Inspection. The complaint can be tracked on our website at www.sfdbi.org,DBI Housing Inspection Queue,Residential Building Request,Building - Mold_and_Mildew,Mold_and_Mildew,"704 ANDOVER ST, SAN FRANCISCO, CA, 94110",9,Holly Park,POINT (-122.4169693 37.73480606),Phone,,37.734806060791,-122.416969299316,INGLESIDE
6347779,2016-09-25 07:11:30 UTC,2016-09-26 05:30:19 UTC,2016-09-26 05:30:19 UTC,Closed,Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,vehicle_car_alarm,Noise Report - vehicle_car_alarm,"600 HURON AVE, SAN FRANCISCO, CA, 94112",11,Outer Mission,POINT (-122.44830322 37.71319199),Web,,37.713191986084,-122.448303222656,INGLESIDE
6364616,2016-09-29 12:34:14 UTC,2016-09-30 08:33:12 UTC,2016-09-30 08:33:12 UTC,Closed,case is resolved,DPT Meter_Bike Queue,Graffiti,Graffiti on Parking_meter,Parking_meter - Offensive,"776 STANYAN ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.45319159 37.76791),Mobile/Open311,http://mobile311.sfgov.org/reports/6364616/photos,37.767910002766,-122.453191587816,PARK
